IGDB ID,Game name,Game release date,IGDB Edition ID,Game Edition name,Platform,Type,Status,Completion,Ownership,Acquisition,State,Format,Digital service,Subscription,Playtime,Times completed,Completion date,Completion date type,Progress notes,Borrowed from,Returned to owner,Lent to,Lent out,Condition,Region,Collection notes,Amount paid,Acquisition date,Acquisition Source,Additional Cost,Game condition,Manual condition,Box condition,Manual progress,Acquisition Notes,Rating (Score),Rating (Gameplay),Rating (Sound),Rating (Story),Rating (Visual),Rating (Accessibility),Tags,Date added,Last updated
139458,"Webbed",2021-09-09,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,39,,,,,,,,,,,,,,,,,,,,,5,5,6,7,7,6,,2024-02-19T15:25:39.000Z,2024-02-19T15:25:39.000Z
24863,"Wasteland 3",2020-08-27,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:25:39.000Z,2025-07-08T15:47:31.000Z
192047,"Who Pressed Mute on Uncle Marcus?",2022-03-18,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:25:39.000Z,2024-02-19T15:25:39.000Z
152266,"Warhammer 40,000: Chaos Gate - Daemonhunters",2022-05-05,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:25:39.000Z,2025-07-08T14:50:33.000Z
284,"Wolfenstein 3D",1992-05-05,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
942,"World of Goo",2008-10-13,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
28721,"Yar's Revenge",2011-04-12,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
1017,"Worms Reloaded",2010-08-26,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
9333,"Worms: Ultimate Mayhem",2011-09-28,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
15070,"Worms Crazy Golf",2011-09-03,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
4236,"Worms Blast",2002-03-22,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
10949,"Ys Origin",2006-12-21,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
9334,"Worms Revolution",2012-10-09,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
948,"Worms Armageddon",1999-01-29,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
2048,"Zeno Clash II",2013-04-30,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2025-02-24T04:03:58.000Z
16784,"You Don't Know Jack vol. 4 The Ride",1998-11-30,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
30236,"You Don't Know Jack Vol. 1 XL",1996-12-31,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
16783,"You Don't Know Jack Vol. 3",1997-10-31,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
16785,"You Don't Know Jack Movies",1997-04-16,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
16786,"You Don't Know Jack Sports",1996-10-17,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:26:32.000Z,2025-07-08T15:20:48.000Z
16787,"You Don't Know Jack Television",1997-12-31,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:26:32.000Z,2025-07-08T15:20:56.000Z
16782,"You Don't Know Jack Vol. 2",1996-11-30,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
16788,"You Don't Know Jack Headrush",1998-04-20,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
20025,"Worms World Party Remastered",2015-07-16,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
18094,"Z1: Battle Royale",2018-02-28,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:26:32.000Z,2025-07-08T16:00:50.000Z
20871,"Zombie Army Trilogy",2015-03-03,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
7424,"ZMR: Zombies Monsters Robots",2014-09-19,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
8506,"Xeodrifter",2014-12-11,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,,"",,,,,,,,2024-02-19T15:26:32.000Z,2025-07-08T15:20:14.000Z
27367,"Yoku's Island Express",2018-05-29,,,Windows PC,,Played,Beaten,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,7,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
10031,"Yooka-Laylee",2017-04-11,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
26175,"Wuppo",2016-09-29,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
9546,"Zombie Night Terror",2016-07-20,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:26:32.000Z,2025-07-08T15:51:10.000Z
10919,"XCOM 2",2016-02-04,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
33813,"Wildfire",2020-05-25,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:26:32.000Z,2025-07-08T15:50:23.000Z
19935,"Wizard of Legend",2018-05-15,,,Windows PC,,Played,Unfinished,Owned,,,Digital,Steam,,266,,,,,,,,,,,,,,,,,,,,,6,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
19696,"Worms W.M.D",2016-08-23,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
27518,"World to the West",2017-05-05,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:26:32.000Z,2025-07-08T14:53:23.000Z
30408,"Witch It",2020-10-22,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
26565,"Yuppie Psycho",2019-04-25,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
89479,"Youropa",2018-06-27,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:26:32.000Z,2025-07-08T16:00:44.000Z
119259,"Yooka-Laylee and the Impossible Lair",2019-10-07,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
132139,"XCOM: Chimera Squad",2020-04-24,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
12595,"Yakuza Kiwami",2016-01-21,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
11397,"Yakuza 0",2015-03-12,,,Windows PC,,Played,Dropped,Owned,,,Digital,Steam,,921,,,,"","",,"",No,,,"",,,,,,,,,"",,,,,,,,2024-02-19T15:26:32.000Z,2025-07-08T16:07:55.000Z
115873,"Wrath: Aeon of Ruin",2024-02-27,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
121586,"Wingspan",2020-09-17,,,Windows PC,,Played,Continuous,Owned,,,Digital,Steam,,3412,,,,,,,,No,,,,,,,,,,,,,9,,,,,,,2024-02-19T15:26:32.000Z,2024-08-20T20:16:12.000Z
55090,"Yakuza Kiwami 2",2017-12-07,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
107203,"Windjammers 2",2022-01-20,,,Windows PC,,Played,Beaten,Owned,,,Digital,Steam,,153,,2025-07-04,day,"","",,"",,,,"",,,,,,,,,"",8,8,7,7,9,8,,2024-02-19T15:26:32.000Z,2025-07-04T23:14:10.000Z
122729,"Yes, Your Grace",2020-03-06,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,0,,,,"","",,"",,,,"",,,,,,,,0,"",,,,,,,,2024-02-19T15:26:32.000Z,2025-07-08T15:19:22.000Z
135554,"Worms Rumble",2020-12-01,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
133342,"Yardlings",2020-04-17,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
103015,"Yakuza 3 Remastered",2018-08-09,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
103016,"Yakuza 4 Remastered",2019-01-17,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-02-19T15:26:32.000Z
225590,"Your Only Move is Hustle",2023-02-03,,,Windows PC,,Played,Continuous,Owned,,,Digital,Steam,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:32.000Z,2024-07-21T02:57:32.000Z
61631,"Zwei!!: The Arges Adventure",2001-12-30,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:40.000Z,2024-02-19T15:26:40.000Z
36701,"Zwei: The Ilvard Insurrection",2009-12-24,,,Windows PC,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:40.000Z,2024-02-19T15:26:40.000Z
147249,"Zombies Ate My Neighbors and Ghoul Patrol",2021-06-29,,,Windows PC,,No Status,No Status,Owned,,,Digital,Steam,,390,,,,,,,,,,,,,,,,,,,0,,,,,,,,,2024-02-19T15:26:40.000Z,2025-02-23T21:29:49.000Z
2162,"Zombies Ate My Neighbors",1993-09-24,,,,Bundled Game,,No Status,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:40.000Z,2025-02-23T21:29:49.000Z
42612,"Ghoul Patrol",1994-12-01,,,,Bundled Game,,No Status,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:26:40.000Z,2025-02-23T21:29:49.000Z
121,"Minecraft: Java Edition",2011-11-18,,,Windows PC,,Played,Continuous,Owned,,,Digital,,,,,,,,,,,No,,,,,,,,,,,100,,8,8,7,5,6,7,,2024-02-19T18:45:30.000Z,2024-08-06T04:43:03.000Z
10917,"Skullmonkeys",1998-01-31,,,PlayStation,,Played,Unfinished,Owned,,,Physical,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2024-02-19T00:17:28.000Z,2024-05-16T16:25:40.000Z
427,"Final Fantasy VII",1997-01-31,,,PlayStation,,Played,Beaten,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,10,,,,,,,2024-02-19T18:42:21.000Z,2024-02-19T18:42:21.000Z
1128,"Castlevania: Symphony of the Night",1997-03-20,,,PlayStation,,Played,Beaten,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,10,,,,,,,2024-02-19T18:51:12.000Z,2024-02-19T18:51:12.000Z
23,"System Shock",1994-09-22,,,DOS,,Unplayed,Not Started,Owned,,,Digital,Steam,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T15:19:42.000Z,2024-02-19T15:19:42.000Z
256083,"Paperboy",1988-12-01,,,Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,300,2,2024-02-01,month,,,,,,,,,,,,,,,,,,6,,,,,,,2024-02-18T16:47:47.000Z,2024-02-26T03:43:34.000Z
322537,"Teenage Mutant Ninja Turtles",1989-05-12,,,Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,7,,,,,,,2024-02-18T17:02:42.000Z,2025-02-05T11:08:25.000Z
8530,"Friday the 13th",1989-02-01,,,Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,,,2022-10-01,month,,,,,,,,,,,,,,,,,,6,,,,,,,2024-02-18T17:04:28.000Z,2024-06-29T19:40:31.000Z
3816,"Teenage Mutant Ninja Turtles II: The Arcade Game",1990-12-01,,,Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,7,,,,,,,2024-02-18T23:16:42.000Z,2024-02-18T23:16:42.000Z
14731,"Teenage Mutant Ninja Turtles III: The Manhattan Project",1991-12-13,,,Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,7,,,,,,,2024-02-18T23:17:12.000Z,2024-02-18T23:17:12.000Z
54535,"Bionic Commando",1988-12-01,,,Nintendo Entertainment System,,Played,Unfinished,Owned,,,Physical,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,2024-02-18T23:19:55.000Z,2024-02-19T21:34:04.000Z
2367,"Blaster Master",1988-06-17,,,Nintendo Entertainment System,,Played,Unfinished,Owned,,,Physical,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,2024-02-18T23:20:18.000Z,2024-03-05T18:28:17.000Z
48071,"Captain Skyhawk",1990-12-31,,,Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,6,,,,,,,2024-02-18T23:20:41.000Z,2024-02-18T23:20:41.000Z
3121,"Crystalis",1990-04-13,,,Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,600,1,2025-03-30,day,"","",,"",,,,"",,,,,,,,,"",7,7,8,6,8,4,,2024-02-18T23:21:05.000Z,2025-04-05T05:32:50.000Z
8452,"Disney's Darkwing Duck",1992-06-01,,,Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,2024-08-25,day,,,,,,,,,,,,,,,,,,9,10,10,8,9,9,,2024-02-18T23:21:33.000Z,2025-01-01T21:29:55.000Z
6487,"Disney's DuckTales",1989-09-14,,,Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2024-02-18T23:21:56.000Z,2024-06-13T19:27:54.000Z
201319,"Double Dragon",1988-04-08,,,Nintendo Entertainment System,,Played,Unfinished,Owned,,,Physical,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,2024-02-18T23:22:33.000Z,2024-03-05T18:28:42.000Z
201321,"Double Dragon II: The Revenge",1989-12-22,,,Nintendo Entertainment System,,Played,Unfinished,Owned,,,Physical,,,,,,,"","",,"",,,,"",,,,,,,,,"",6,6,5,4,6,5,,2024-02-18T23:23:03.000Z,2025-03-31T04:01:33.000Z
385,"Final Fantasy",1987-12-18,,,Nintendo Entertainment System,,Played,Unfinished,Owned,,,Physical,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,2024-02-18T23:23:28.000Z,2024-03-05T18:28:58.000Z
1022,"The Legend of Zelda",1986-02-21,,,Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,9,,,,,,,2024-02-18T23:24:29.000Z,2025-02-23T21:28:21.000Z
1025,"Zelda II: The Adventure of Link",1987-01-14,,,Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,7,,,,,,,2024-02-18T23:24:50.000Z,2024-02-18T23:24:50.000Z
3717,"Kirby's Adventure",1993-03-23,,,Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,,,"","",,"",,,,"",,,,,,,,,"",8,7,9,5,9,9,,2024-02-18T23:25:41.000Z,2025-05-31T16:15:08.000Z
1715,"Mega Man 2",1989-06-02,,,Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,2014-12-01,month,,,,,,,,,,,,,,,,,,9,,,,,,,2024-02-18T23:26:37.000Z,2025-01-03T04:31:00.000Z
133917,"Metal Gear",1987-12-22,,,Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,4,,,,,,,2024-02-18T23:28:36.000Z,2024-02-18T23:28:36.000Z
84799,"Punch-Out!!",1990-08-02,,,Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,,,2024-03-01,month,,,,,,,,,,,,,,,,,,8,,,,,,,2024-02-18T23:29:39.000Z,2024-07-17T16:40:22.000Z
287587,"Rush'n Attack",1987-04-10,,,Nintendo Entertainment System,,Played,Unfinished,Owned,,,Physical,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2024-02-18T23:30:25.000Z,2024-07-03T11:30:53.000Z
8697,"Shadowgate",1987-07-30,,,Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,4,,,,,,,2024-02-18T23:30:48.000Z,2024-02-18T23:30:48.000Z
40929,"Skate or Die",1988-12-31,,,Nintendo Entertainment System,,Played,Unfinished,Owned,,,Physical,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,2024-02-18T23:31:14.000Z,2024-03-05T18:30:03.000Z
45196,"Street Fighter 2010: The Final Fight",1990-08-08,,,Nintendo Entertainment System,,Played,Unfinished,Owned,,,Physical,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,2024-02-18T23:31:41.000Z,2024-03-05T18:29:57.000Z
1067,"Super Mario Bros. 2",1988-10-09,,,Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2024-02-18T23:34:32.000Z,2024-03-05T19:09:02.000Z
1068,"Super Mario Bros. 3",1988-10-23,,,Nintendo Entertainment System,,Played,Completed,Owned,,,Physical,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,2024-02-18T23:35:09.000Z,2024-07-08T15:55:54.000Z
9720,"Wizards & Warriors",1987-12-01,,,Nintendo Entertainment System,,Played,Unfinished,Owned,,,Physical,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,2024-02-18T23:36:17.000Z,2024-03-05T18:29:50.000Z
48053,"Ironsword: Wizards & Warriors II",1989-12-31,,,Nintendo Entertainment System,,Played,Unfinished,Owned,,,Physical,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,2024-02-18T23:36:23.000Z,2024-03-05T18:29:15.000Z
19612,"Yo! Noid",1990-11-01,,,Nintendo Entertainment System,,Played,Unfinished,Owned,,,Physical,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,2024-02-18T23:36:38.000Z,2024-03-05T18:29:44.000Z
3663,"Kid Icarus",1986-12-19,,,Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,4,,,,,,,2024-02-19T18:41:50.000Z,2024-02-19T18:41:50.000Z
1114,"Castlevania",1986-09-26,,,Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2024-02-19T19:15:01.000Z,2024-03-05T04:35:42.000Z
1116,"Castlevania II: Simon's Quest",1987-08-28,,,Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,6,,,,,,,2024-02-19T19:15:23.000Z,2024-02-19T19:15:23.000Z
1119,"Castlevania III: Dracula's Curse",1990-09-01,,,Nintendo Entertainment System,,Played,Unfinished,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-19T19:15:42.000Z,2024-02-19T19:15:42.000Z
2473,"Disney's Aladdin",1993-11-21,,,Super Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2024-02-18T23:38:52.000Z,2024-02-18T23:38:52.000Z
1070,"Super Mario World",1990-11-21,,,Super Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,,4,2003-01-01,year,"","",,"",,,,"",,,,,,,,,"",10,10,10,7,10,8,,2024-02-18T23:39:10.000Z,2025-05-09T12:54:26.000Z
1026,"The Legend of Zelda: A Link to the Past",1991-11-21,,,Super Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,9,,,,,,,2024-02-18T23:39:16.000Z,2024-02-18T23:39:16.000Z
1073,"Super Mario World 2: Yoshi's Island",1995-08-05,,,Super Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,2024-02-18T23:39:34.000Z,2024-02-18T23:39:54.000Z
1090,"Donkey Kong Country",1994-11-18,,,Super Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,9,,,,,,,2024-02-18T23:40:14.000Z,2024-02-18T23:40:14.000Z
1092,"Donkey Kong Country 2: Diddy's Kong Quest",1995-11-21,,,Super Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,9,,,,,,,2024-02-18T23:40:20.000Z,2024-02-18T23:40:20.000Z
1094,"Donkey Kong Country 3: Dixie Kong's Double Trouble!",1996-11-18,,,Super Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2024-02-18T23:40:37.000Z,2024-02-18T23:40:37.000Z
5418,"Super Mario RPG: Legend of the Seven Stars",1996-03-09,,,Super Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,6,,,,,,,2024-02-18T23:40:42.000Z,2024-02-18T23:40:42.000Z
3216,"Secret of Mana",1993-08-06,,,Super Nintendo Entertainment System,,Played,Unfinished,Owned,,,Physical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-18T23:40:46.000Z,2024-03-05T18:31:01.000Z
1741,"Mega Man X",1993-12-17,,,Super Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2024-02-18T23:40:47.000Z,2024-02-18T23:40:47.000Z
2899,"EarthBound",1994-08-27,,,Super Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,9,,,,,,,2024-02-18T23:40:59.000Z,2024-02-18T23:40:59.000Z
14697,"Teenage Mutant Ninja Turtles IV: Turtles in Time",1992-07-24,,,Super Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,10,,,,,,,2024-02-18T23:41:13.000Z,2024-02-18T23:41:13.000Z
1621,"Ultimate Mortal Kombat 3",1995-11-06,,,Super Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,10,,,,,,,2024-02-18T23:41:23.000Z,2024-02-18T23:41:23.000Z
1124,"Super Castlevania IV",1991-10-31,,,Super Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2024-02-18T23:41:36.000Z,2024-02-18T23:41:36.000Z
8581,"Star Fox",1993-02-21,,,Super Nintendo Entertainment System,,Played,Beaten,Owned,,,Physical,,,0,,,,,,,,,,,,,,,,,,,,,7,,,,,,,2024-02-18T23:41:38.000Z,2024-02-18T23:41:38.000Z
